,total,starttime,area_type,events,temperature,per_week_total,per_2weeks_total,per_30days_total,month,dayth,year,month_dayth,festival,isweekend
8483,272,2017-05-01,5.0,cloudy,52.10661764705882,2495.0,5440.0,10474.0,5,1,2017,05-01,spring,0
8484,356,2017-05-02,5.0,cloudy,46.052808988764035,2306.0,5307.0,10465.0,5,2,2017,05-02,spring,0
8485,438,2017-05-03,5.0,cloudy,51.14863013698631,2114.0,5151.0,10575.0,5,3,2017,05-03,spring,0
8486,391,2017-05-04,5.0,cloudy,49.39002557544757,2044.0,5226.0,10788.0,5,4,2017,05-04,spring,0
8487,385,2017-05-05,5.0,cloudy,52.70571428571429,2097.0,5186.0,10858.0,5,5,2017,05-05,spring,0
8488,291,2017-05-06,5.0,cloudy,53.45326460481101,2062.0,5186.0,11172.0,5,6,2017,05-06,spring,1
8489,289,2017-05-07,5.0,cloudy,51.71176470588235,2227.0,5122.0,11178.0,5,7,2017,05-07,spring,1
8490,387,2017-05-08,5.0,cloudy,49.05633074935401,2422.0,4917.0,11128.0,5,8,2017,05-08,spring,0
8491,347,2017-05-09,5.0,cloudy,52.75389048991355,2537.0,4843.0,11069.0,5,9,2017,05-09,spring,0
8492,336,2017-05-10,5.0,cloudy,57.773809523809526,2528.0,4642.0,11020.0,5,10,2017,05-10,spring,0
8493,465,2017-05-11,5.0,cloudy,58.74258064516128,2426.0,4470.0,11115.0,5,11,2017,05-11,spring,0
8494,445,2017-05-12,5.0,cloudy,62.017977528089894,2500.0,4597.0,11262.0,5,12,2017,05-12,spring,0
8495,472,2017-05-13,5.0,cloudy,72.85995762711866,2560.0,4622.0,11337.0,5,13,2017,05-13,spring,1
8496,355,2017-05-14,5.0,cloudy,62.07154929577465,2741.0,4968.0,11553.0,5,14,2017,05-14,spring,1
8497,496,2017-05-15,5.0,cloudy,73.4421370967742,2807.0,5229.0,11567.0,5,15,2017,05-15,spring,0
8498,563,2017-05-16,5.0,cloudy,80.20266429840142,2916.0,5453.0,11513.0,5,16,2017,05-16,spring,0
8499,543,2017-05-17,5.0,cloudy,79.34953959484345,3132.0,5660.0,11728.0,5,17,2017,05-17,spring,0
8500,528,2017-05-18,5.0,cloudy,71.68484848484849,3339.0,5765.0,11866.0,5,18,2017,05-18,spring,0
8501,247,2017-05-19,5.0,cloudy,45.161538461538456,3402.0,5902.0,11882.0,5,19,2017,05-19,spring,0
8502,197,2017-05-20,5.0,cloudy,58.61675126903553,3204.0,5764.0,11766.0,5,20,2017,05-20,spring,1
8503,430,2017-05-21,5.0,cloudy,58.5525581395349,2929.0,5670.0,11532.0,5,21,2017,05-21,spring,1
8504,489,2017-05-22,5.0,cloudy,64.25971370143151,3004.0,5811.0,11577.0,5,22,2017,05-22,spring,0
8505,268,2017-05-23,5.0,rain or snow,59.27462686567164,2997.0,5913.0,11711.0,5,23,2017,05-23,spring,0
8506,385,2017-05-24,5.0,cloudy,58.66961038961038,2702.0,5834.0,11485.0,5,24,2017,05-24,spring,0
8507,512,2017-05-25,5.0,cloudy,61.67871093749999,2544.0,5883.0,11409.0,5,25,2017,05-25,spring,0
8508,311,2017-05-26,5.0,cloudy,63.99228295819936,2528.0,5930.0,11373.0,5,26,2017,05-26,spring,0
8509,461,2017-05-27,5.0,cloudy,69.96008676789587,2592.0,5796.0,11176.0,5,27,2017,05-27,spring,1
8510,378,2017-05-28,5.0,cloudy,72.33227513227513,2856.0,5785.0,11299.0,5,28,2017,05-28,spring,1
8511,534,2017-05-29,5.0,cloudy,72.70093632958802,2804.0,5808.0,11257.0,5,29,2017,05-29,spring,0
8512,534,2017-05-30,5.0,cloudy,66.79831460674157,2849.0,5846.0,11665.0,5,30,2017,05-30,spring,0
8513,636,2017-05-31,5.0,cloudy,67.7377358490566,3115.0,5817.0,12105.0,5,31,2017,05-31,spring,0
8514,549,2017-06-01,5.0,cloudy,70.8256830601093,3366.0,5910.0,12469.0,6,1,2017,06-01,summer,0
8515,649,2017-06-02,5.0,cloudy,77.86764252696456,3403.0,5931.0,12662.0,6,2,2017,06-02,summer,0
8516,633,2017-06-03,5.0,cloudy,80.23870458135859,3741.0,6333.0,12873.0,6,3,2017,06-03,summer,1
8517,610,2017-06-04,5.0,cloudy,84.50639344262295,3913.0,6769.0,13115.0,6,4,2017,06-04,summer,1
8518,604,2017-06-05,5.0,clear,67.74238410596027,4145.0,6949.0,13340.0,6,5,2017,06-05,summer,0
8519,619,2017-06-06,5.0,cloudy,68.35831987075929,4215.0,7064.0,13653.0,6,6,2017,06-06,summer,0
8520,634,2017-06-07,5.0,cloudy,70.89479495268141,4300.0,7415.0,13983.0,6,7,2017,06-07,summer,0
8521,584,2017-06-08,5.0,cloudy,75.13493150684933,4298.0,7664.0,14230.0,6,8,2017,06-08,summer,0
8522,640,2017-06-09,5.0,cloudy,75.11828125,4333.0,7736.0,14467.0,6,9,2017,06-09,summer,0
8523,556,2017-06-10,5.0,cloudy,84.43147482014389,4324.0,8065.0,14771.0,6,10,2017,06-10,summer,1
8524,491,2017-06-11,5.0,cloudy,86.38920570264764,4247.0,8160.0,14862.0,6,11,2017,06-11,summer,1
8525,563,2017-06-12,5.0,cloudy,87.77797513321491,4128.0,8273.0,14908.0,6,12,2017,06-12,summer,0
8526,565,2017-06-13,5.0,cloudy,77.90619469026551,4087.0,8302.0,14999.0,6,13,2017,06-13,summer,0
8527,402,2017-06-14,5.0,cloudy,80.59726368159204,4033.0,8333.0,15209.0,6,14,2017,06-14,summer,0
8528,602,2017-06-15,5.0,cloudy,82.1951827242525,3801.0,8099.0,15115.0,6,15,2017,06-15,summer,0
8529,504,2017-06-16,5.0,cloudy,79.45873015873015,3819.0,8152.0,15154.0,6,16,2017,06-16,summer,0
8530,418,2017-06-17,5.0,cloudy,79.58349282296648,3683.0,8007.0,15115.0,6,17,2017,06-17,summer,1
8531,484,2017-06-18,5.0,cloudy,75.40661157024796,3545.0,7792.0,15005.0,6,18,2017,06-18,summer,1
8532,546,2017-06-19,5.0,cloudy,69.01813186813186,3538.0,7666.0,15242.0,6,19,2017,06-19,summer,0
8533,651,2017-06-20,5.0,cloudy,68.98433179723503,3521.0,7608.0,15591.0,6,20,2017,06-20,summer,0
8534,688,2017-06-21,5.0,cloudy,73.53299418604651,3607.0,7640.0,15812.0,6,21,2017,06-21,summer,0
8535,597,2017-06-22,5.0,cloudy,82.75561139028477,3893.0,7694.0,16011.0,6,22,2017,06-22,summer,0
8536,565,2017-06-23,5.0,cloudy,76.67061946902655,3888.0,7707.0,16340.0,6,23,2017,06-23,summer,0
8537,595,2017-06-24,5.0,cloudy,70.74890756302521,3949.0,7632.0,16520.0,6,24,2017,06-24,summer,1
8538,524,2017-06-25,5.0,cloudy,67.13187022900763,4126.0,7671.0,16603.0,6,25,2017,06-25,summer,1
8539,583,2017-06-26,5.0,cloudy,66.26329331046313,4166.0,7704.0,16816.0,6,26,2017,06-26,summer,0
8540,645,2017-06-27,5.0,cloudy,71.1181395348837,4203.0,7724.0,16938.0,6,27,2017,06-27,summer,0
8541,504,2017-06-28,5.0,cloudy,73.11805555555556,4197.0,7804.0,17205.0,6,28,2017,06-28,summer,0
8542,529,2017-06-29,5.0,cloudy,75.60718336483932,4013.0,7906.0,17175.0,6,29,2017,06-29,summer,0
8543,558,2017-06-30,5.0,cloudy,77.04193548387096,3945.0,7833.0,17170.0,6,30,2017,06-30,summer,0
8544,563,2017-07-01,5.0,cloudy,78.098756660746,3938.0,7887.0,17092.0,7,1,2017,07-01,summer,1
8545,473,2017-07-02,5.0,cloudy,81.1016913319239,3906.0,8032.0,17106.0,7,2,2017,07-02,summer,1
8546,521,2017-07-03,5.0,cloudy,73.75201535508637,3855.0,8021.0,16930.0,7,3,2017,07-03,summer,0
8547,484,2017-07-04,5.0,cloudy,77.86838842975206,3793.0,7996.0,16818.0,7,4,2017,07-04,summer,0
8548,591,2017-07-05,5.0,cloudy,80.47546531302876,3632.0,7829.0,16692.0,7,5,2017,07-05,summer,0
8549,635,2017-07-06,5.0,cloudy,85.76015748031497,3719.0,7732.0,16679.0,7,6,2017,07-06,summer,0
8550,568,2017-07-07,5.0,cloudy,77.71742957746478,3825.0,7770.0,16695.0,7,7,2017,07-07,summer,0
8551,660,2017-07-08,5.0,cloudy,73.90560606060606,3835.0,7773.0,16629.0,7,8,2017,07-08,summer,1
8552,600,2017-07-09,5.0,cloudy,81.44699999999997,3932.0,7838.0,16705.0,7,9,2017,07-09,summer,1
8553,388,2017-07-10,5.0,cloudy,74.55128865979381,4059.0,7914.0,16665.0,7,10,2017,07-10,summer,0
8554,605,2017-07-11,5.0,cloudy,79.37123966942148,3926.0,7719.0,16497.0,7,11,2017,07-11,summer,0
8555,448,2017-07-12,5.0,cloudy,77.62589285714286,4047.0,7679.0,16611.0,7,12,2017,07-12,summer,0
8556,615,2017-07-13,5.0,cloudy,78.6421138211382,3904.0,7623.0,16496.0,7,13,2017,07-13,summer,0
8557,626,2017-07-14,5.0,cloudy,68.5031948881789,3884.0,7709.0,16546.0,7,14,2017,07-14,summer,0
8558,639,2017-07-15,5.0,cloudy,75.83708920187794,3942.0,7777.0,16770.0,7,15,2017,07-15,summer,1
8559,506,2017-07-16,5.0,cloudy,69.68695652173913,3921.0,7853.0,16807.0,7,16,2017,07-16,summer,1
8560,623,2017-07-17,5.0,cloudy,72.15987158908509,3827.0,7886.0,16809.0,7,17,2017,07-17,summer,0
8561,694,2017-07-18,5.0,cloudy,81.50172910662823,4062.0,7988.0,17014.0,7,18,2017,07-18,summer,0
8562,620,2017-07-19,5.0,cloudy,81.0891935483871,4151.0,8198.0,17224.0,7,19,2017,07-19,summer,0
8563,472,2017-07-20,5.0,cloudy,80.97923728813561,4323.0,8227.0,17298.0,7,20,2017,07-20,summer,0
8564,471,2017-07-21,5.0,cloudy,81.66645435244159,4180.0,8064.0,17119.0,7,21,2017,07-21,summer,0
8565,525,2017-07-22,5.0,cloudy,81.71885714285716,4025.0,7967.0,16902.0,7,22,2017,07-22,summer,1
8566,549,2017-07-23,5.0,cloudy,81.76265938069217,3911.0,7832.0,16830.0,7,23,2017,07-23,summer,1
8567,650,2017-07-24,5.0,cloudy,70.0776923076923,3954.0,7781.0,16814.0,7,24,2017,07-24,summer,0
8568,714,2017-07-25,5.0,cloudy,75.42002801120448,3981.0,8043.0,16869.0,7,25,2017,07-25,summer,0
8569,644,2017-07-26,5.0,cloudy,79.19316770186335,4001.0,8152.0,17059.0,7,26,2017,07-26,summer,0
8570,641,2017-07-27,5.0,cloudy,76.87347893915756,4025.0,8348.0,17120.0,7,27,2017,07-27,summer,0
8571,654,2017-07-28,5.0,cloudy,74.91865443425077,4194.0,8374.0,17116.0,7,28,2017,07-28,summer,0
8572,598,2017-07-29,5.0,cloudy,75.13628762541806,4377.0,8402.0,17266.0,7,29,2017,07-29,summer,1
8573,493,2017-07-30,5.0,cloudy,79.11115618661258,4450.0,8361.0,17335.0,7,30,2017,07-30,summer,1
8574,635,2017-07-31,5.0,cloudy,79.01763779527559,4394.0,8348.0,17270.0,7,31,2017,07-31,summer,0
8575,725,2017-08-01,5.0,cloudy,79.32689655172413,4379.0,8360.0,17342.0,8,1,2017,08-01,summer,0
8576,616,2017-08-02,5.0,cloudy,78.15162337662336,4390.0,8391.0,17594.0,8,2,2017,08-02,summer,0
8577,525,2017-08-03,5.0,cloudy,75.60628571428572,4362.0,8387.0,17689.0,8,3,2017,08-03,summer,0
8578,542,2017-08-04,5.0,cloudy,62.236531365313645,4246.0,8440.0,17730.0,8,4,2017,08-04,summer,0
8579,626,2017-08-05,5.0,cloudy,74.6873801916933,4134.0,8511.0,17681.0,8,5,2017,08-05,summer,1
8580,496,2017-08-06,5.0,cloudy,73.12459677419355,4162.0,8612.0,17672.0,8,6,2017,08-06,summer,1
8581,641,2017-08-07,5.0,cloudy,71.07472698907954,4165.0,8559.0,17600.0,8,7,2017,08-07,summer,0
8582,703,2017-08-08,5.0,cloudy,76.23143669985775,4171.0,8550.0,17581.0,8,8,2017,08-08,summer,0
8583,670,2017-08-09,5.0,cloudy,76.51014925373134,4149.0,8539.0,17684.0,8,9,2017,08-09,summer,0
8584,590,2017-08-10,5.0,cloudy,76.49237288135593,4203.0,8565.0,17966.0,8,10,2017,08-10,summer,0
8585,610,2017-08-11,5.0,cloudy,72.88262295081968,4268.0,8514.0,17951.0,8,11,2017,08-11,summer,0
8586,586,2017-08-12,5.0,cloudy,71.00085324232082,4336.0,8470.0,18113.0,8,12,2017,08-12,summer,1
8587,506,2017-08-13,5.0,cloudy,74.04426877470355,4296.0,8458.0,18084.0,8,13,2017,08-13,summer,1
8588,675,2017-08-14,5.0,cloudy,76.97037037037038,4306.0,8471.0,17964.0,8,14,2017,08-14,summer,0
8589,710,2017-08-15,5.0,cloudy,74.73140845070422,4340.0,8511.0,18000.0,8,15,2017,08-15,summer,0
8590,542,2017-08-16,5.0,cloudy,78.49077490774908,4347.0,8496.0,18204.0,8,16,2017,08-16,summer,0
8591,592,2017-08-17,5.0,cloudy,78.1964527027027,4219.0,8422.0,18123.0,8,17,2017,08-17,summer,0
8592,661,2017-08-18,5.0,cloudy,75.90423600605143,4221.0,8489.0,18021.0,8,18,2017,08-18,summer,0
8593,606,2017-08-19,5.0,cloudy,78.47541254125413,4272.0,8608.0,18062.0,8,19,2017,08-19,summer,1
8594,546,2017-08-20,5.0,cloudy,82.43681318681318,4292.0,8588.0,18196.0,8,20,2017,08-20,summer,1
8595,598,2017-08-21,5.0,cloudy,79.74063545150501,4332.0,8638.0,18271.0,8,21,2017,08-21,summer,0
8596,635,2017-08-22,5.0,cloudy,74.65433070866142,4255.0,8595.0,18344.0,8,22,2017,08-22,summer,0
8597,665,2017-08-23,5.0,cloudy,71.30601503759398,4180.0,8527.0,18430.0,8,23,2017,08-23,summer,0
8598,596,2017-08-24,5.0,cloudy,67.07063758389262,4303.0,8522.0,18445.0,8,24,2017,08-24,summer,0
8599,712,2017-08-25,5.0,cloudy,67.54747191011236,4307.0,8528.0,18327.0,8,25,2017,08-25,summer,0
8600,541,2017-08-26,5.0,cloudy,72.00110905730128,4358.0,8630.0,18395.0,8,26,2017,08-26,summer,1
8601,457,2017-08-27,5.0,cloudy,71.79934354485776,4293.0,8585.0,18295.0,8,27,2017,08-27,summer,1
8602,610,2017-08-28,5.0,cloudy,69.04639344262294,4204.0,8536.0,18098.0,8,28,2017,08-28,summer,0
8603,614,2017-08-29,5.0,cloudy,69.79169381107492,4216.0,8471.0,18110.0,8,29,2017,08-29,summer,0
8604,680,2017-08-30,5.0,cloudy,74.63279411764707,4195.0,8375.0,18231.0,8,30,2017,08-30,summer,0
8605,611,2017-08-31,5.0,cloudy,67.60081833060556,4210.0,8513.0,18276.0,8,31,2017,08-31,summer,0
8606,603,2017-09-01,5.0,cloudy,64.35854063018242,4225.0,8532.0,18162.0,9,1,2017,09-01,authum,0
8607,500,2017-09-02,5.0,cloudy,68.65420000000002,4116.0,8474.0,18149.0,9,2,2017,09-02,authum,1
8608,539,2017-09-03,5.0,cloudy,77.10222634508351,4075.0,8368.0,18124.0,9,3,2017,09-03,authum,1
8609,437,2017-09-04,5.0,cloudy,74.8842105263158,4157.0,8361.0,18121.0,9,4,2017,09-04,authum,0
8610,575,2017-09-05,5.0,cloudy,61.16191304347826,3984.0,8200.0,17932.0,9,5,2017,09-05,authum,0
8611,543,2017-09-06,5.0,cloudy,59.19484346224678,3945.0,8140.0,18011.0,9,6,2017,09-06,authum,0
8612,575,2017-09-07,5.0,cloudy,63.80852173913043,3808.0,8018.0,17913.0,9,7,2017,09-07,authum,0
8613,594,2017-09-08,5.0,cloudy,62.98097643097644,3772.0,7997.0,17785.0,9,8,2017,09-08,authum,0
8614,538,2017-09-09,5.0,clear,66.75724907063196,3763.0,7879.0,17709.0,9,9,2017,09-09,authum,1
8615,515,2017-09-10,5.0,clear,65.86543689320388,3801.0,7876.0,17657.0,9,10,2017,09-10,authum,1
8616,624,2017-09-11,5.0,cloudy,65.63958333333335,3777.0,7934.0,17562.0,9,11,2017,09-11,authum,0
8617,653,2017-09-12,5.0,cloudy,67.79509954058193,3964.0,7948.0,17600.0,9,12,2017,09-12,authum,0
8618,597,2017-09-13,5.0,cloudy,68.73283082077052,4042.0,7987.0,17747.0,9,13,2017,09-13,authum,0
8619,676,2017-09-14,5.0,cloudy,71.95502958579883,4096.0,7904.0,17669.0,9,14,2017,09-14,authum,0
8620,652,2017-09-15,5.0,cloudy,78.70674846625766,4197.0,7969.0,17635.0,9,15,2017,09-15,authum,0
8621,584,2017-09-16,5.0,cloudy,81.91318493150685,4255.0,8018.0,17745.0,9,16,2017,09-16,authum,1
8622,504,2017-09-17,5.0,cloudy,78.56468253968255,4301.0,8102.0,17737.0,9,17,2017,09-17,authum,1
8623,691,2017-09-18,5.0,cloudy,68.71027496382054,4290.0,8067.0,17580.0,9,18,2017,09-18,authum,0
8624,637,2017-09-19,5.0,cloudy,71.62386185243327,4357.0,8321.0,17665.0,9,19,2017,09-19,authum,0
8625,663,2017-09-20,5.0,cloudy,82.50678733031674,4341.0,8383.0,17756.0,9,20,2017,09-20,authum,0
8626,645,2017-09-21,5.0,cloudy,85.84263565891474,4407.0,8503.0,17821.0,9,21,2017,09-21,authum,0
8627,617,2017-09-22,5.0,cloudy,85.73954619124797,4376.0,8573.0,17831.0,9,22,2017,09-22,authum,0
8628,534,2017-09-23,5.0,cloudy,87.01198501872658,4341.0,8596.0,17783.0,9,23,2017,09-23,authum,1
8629,569,2017-09-24,5.0,cloudy,86.79349736379612,4291.0,8592.0,17721.0,9,24,2017,09-24,authum,1
8630,701,2017-09-25,5.0,cloudy,82.0323823109843,4356.0,8646.0,17578.0,9,25,2017,09-25,authum,0
8631,711,2017-09-26,5.0,cloudy,81.94542897327706,4366.0,8723.0,17738.0,9,26,2017,09-26,authum,0
8632,640,2017-09-27,5.0,cloudy,65.58609375,4440.0,8781.0,17992.0,9,27,2017,09-27,authum,0
8633,656,2017-09-28,5.0,cloudy,65.38673780487804,4417.0,8824.0,18022.0,9,28,2017,09-28,authum,0
8634,659,2017-09-29,5.0,cloudy,63.25280728376328,4428.0,8804.0,18064.0,9,29,2017,09-29,authum,0
8635,517,2017-09-30,5.0,cloudy,63.18626692456481,4470.0,8811.0,18043.0,9,30,2017,09-30,authum,1
8636,499,2017-10-01,5.0,cloudy,65.8997995991984,4453.0,8744.0,17949.0,10,1,2017,10-01,authum,1
8637,636,2017-10-02,5.0,cloudy,75.24496855345913,4383.0,8739.0,17845.0,10,2,2017,10-02,authum,0
8638,643,2017-10-03,5.0,cloudy,73.89580093312598,4318.0,8684.0,17981.0,10,3,2017,10-03,authum,0
8639,577,2017-10-04,5.0,cloudy,69.6944540727903,4250.0,8690.0,18085.0,10,4,2017,10-04,authum,0
8640,622,2017-10-05,5.0,cloudy,66.92684887459806,4187.0,8604.0,18225.0,10,5,2017,10-05,authum,0
8641,402,2017-10-06,5.0,rain or snow,64.8589552238806,4153.0,8581.0,18272.0,10,6,2017,10-06,authum,0
8642,385,2017-10-07,5.0,cloudy,72.2264935064935,3896.0,8366.0,18131.0,10,7,2017,10-07,authum,1
8643,542,2017-10-08,5.0,cloudy,70.85793357933579,3764.0,8217.0,17941.0,10,8,2017,10-08,authum,1
8644,644,2017-10-09,5.0,cloudy,69.56925465838508,3807.0,8190.0,17889.0,10,9,2017,10-09,authum,0
8645,409,2017-10-10,5.0,cloudy,61.44425427872861,3815.0,8133.0,17995.0,10,10,2017,10-10,authum,0
8646,397,2017-10-11,5.0,rain or snow,57.762468513853904,3581.0,7831.0,17889.0,10,11,2017,10-11,authum,0
8647,500,2017-10-12,5.0,cloudy,58.3904,3401.0,7588.0,17662.0,10,12,2017,10-12,authum,0
8648,607,2017-10-13,5.0,cloudy,65.52981878088964,3279.0,7432.0,17509.0,10,13,2017,10-13,authum,0
8649,58,2017-10-14,5.0,cloudy,63.518965517241384,3484.0,7380.0,17519.0,10,14,2017,10-14,authum,1
8650,342,2017-10-15,5.0,cloudy,53.735087719298235,3157.0,6921.0,16901.0,10,15,2017,10-15,authum,1
8651,585,2017-10-16,5.0,clear,54.64444444444445,2957.0,6764.0,16591.0,10,16,2017,10-16,authum,0
8652,639,2017-10-17,5.0,cloudy,61.7943661971831,2898.0,6713.0,16592.0,10,17,2017,10-17,authum,0
8653,595,2017-10-18,5.0,cloudy,63.36991596638655,3128.0,6709.0,16727.0,10,18,2017,10-18,authum,0
8654,617,2017-10-19,5.0,cloudy,60.240518638573725,3326.0,6727.0,16631.0,10,19,2017,10-19,authum,0
8655,624,2017-10-20,5.0,cloudy,68.38285256410256,3443.0,6722.0,16611.0,10,20,2017,10-20,authum,0
8656,498,2017-10-21,5.0,cloudy,71.39759036144578,3460.0,6944.0,16572.0,10,21,2017,10-21,authum,1
8657,266,2017-10-22,5.0,cloudy,64.60714285714286,3900.0,7057.0,16425.0,10,22,2017,10-22,authum,1
8658,318,2017-10-23,5.0,cloudy,52.61194968553461,3824.0,6781.0,16074.0,10,23,2017,10-23,authum,0
8659,197,2017-10-24,5.0,cloudy,46.026395939086285,3557.0,6455.0,15858.0,10,24,2017,10-24,authum,0
8660,500,2017-10-25,5.0,cloudy,45.731,3115.0,6243.0,15486.0,10,25,2017,10-25,authum,0
8661,469,2017-10-26,5.0,cloudy,52.68763326226014,3020.0,6346.0,15285.0,10,26,2017,10-26,authum,0
8662,369,2017-10-27,5.0,cloudy,39.55338753387533,2872.0,6315.0,15043.0,10,27,2017,10-27,authum,0
8663,244,2017-10-28,5.0,cloudy,39.30737704918031,2617.0,6077.0,14772.0,10,28,2017,10-28,authum,1
8664,285,2017-10-29,5.0,cloudy,43.245263157894755,2363.0,6263.0,14360.0,10,29,2017,10-29,authum,1
8665,430,2017-10-30,5.0,cloudy,43.82186046511628,2382.0,6206.0,13986.0,10,30,2017,10-30,authum,0
8666,408,2017-10-31,5.0,cloudy,37.0875,2494.0,6051.0,13899.0,10,31,2017,10-31,authum,0
8667,292,2017-11-01,5.0,cloudy,40.33698630136987,2705.0,5820.0,13808.0,11,1,2017,11-01,authum,0
8668,368,2017-11-02,5.0,cloudy,48.41005434782608,2497.0,5517.0,13464.0,11,2,2017,11-02,authum,0
8669,397,2017-11-03,5.0,cloudy,43.511838790931975,2396.0,5268.0,13189.0,11,3,2017,11-03,authum,0
8670,139,2017-11-04,5.0,rain or snow,47.036690647482025,2424.0,5041.0,13009.0,11,4,2017,11-04,authum,1
8671,243,2017-11-05,5.0,cloudy,50.26502057613169,2319.0,4682.0,12526.0,11,5,2017,11-05,authum,1
8672,432,2017-11-06,5.0,cloudy,38.71527777777778,2277.0,4659.0,12367.0,11,6,2017,11-06,authum,0
8673,404,2017-11-07,5.0,cloudy,39.13069306930693,2279.0,4773.0,12414.0,11,7,2017,11-07,authum,0
8674,452,2017-11-08,5.0,cloudy,39.07787610619469,2275.0,4980.0,12276.0,11,8,2017,11-08,authum,0
8675,356,2017-11-09,5.0,cloudy,36.379494382022465,2435.0,4932.0,12084.0,11,9,2017,11-09,authum,0
8676,218,2017-11-10,5.0,cloudy,25.994036697247704,2423.0,4819.0,12031.0,11,10,2017,11-10,authum,0
8677,179,2017-11-11,5.0,cloudy,34.3195530726257,2244.0,4668.0,11852.0,11,11,2017,11-11,authum,1
8678,130,2017-11-12,5.0,cloudy,38.31615384615385,2284.0,4603.0,11531.0,11,12,2017,11-12,authum,1
8679,390,2017-11-13,5.0,cloudy,36.21384615384615,2171.0,4448.0,11054.0,11,13,2017,11-13,authum,0
8680,456,2017-11-14,5.0,cloudy,44.82346491228071,2129.0,4408.0,11386.0,11,14,2017,11-14,authum,0
8681,293,2017-11-15,5.0,cloudy,44.78941979522185,2181.0,4456.0,11500.0,11,15,2017,11-15,authum,0
8682,382,2017-11-16,5.0,cloudy,36.06125654450262,2022.0,4457.0,11208.0,11,16,2017,11-16,authum,0
8683,271,2017-11-17,5.0,cloudy,39.93394833948339,2048.0,4471.0,10951.0,11,17,2017,11-17,authum,0
8684,105,2017-11-18,5.0,cloudy,39.840952380952366,2101.0,4345.0,10627.0,11,18,2017,11-18,authum,1
8685,210,2017-11-19,5.0,cloudy,32.77095238095238,2027.0,4311.0,10115.0,11,19,2017,11-19,authum,1
8686,367,2017-11-20,5.0,cloudy,45.9291553133515,2107.0,4278.0,9701.0,11,20,2017,11-20,authum,0
8687,331,2017-11-21,5.0,cloudy,36.38670694864047,2084.0,4213.0,9570.0,11,21,2017,11-21,authum,0
8688,241,2017-11-22,5.0,cloudy,30.19419087136929,1959.0,4140.0,9635.0,11,22,2017,11-22,authum,0
8689,94,2017-11-23,5.0,cloudy,40.77978723404255,1907.0,3929.0,9558.0,11,23,2017,11-23,authum,0
8690,212,2017-11-24,5.0,cloudy,56.40990566037736,1619.0,3667.0,9455.0,11,24,2017,11-24,authum,0
8691,207,2017-11-25,5.0,cloudy,45.73140096618359,1560.0,3661.0,9167.0,11,25,2017,11-25,authum,1
8692,205,2017-11-26,5.0,cloudy,44.82536585365853,1662.0,3689.0,8905.0,11,26,2017,11-26,authum,1
8693,395,2017-11-27,5.0,cloudy,49.01569620253165,1657.0,3764.0,8741.0,11,27,2017,11-27,authum,0
8694,435,2017-11-28,5.0,cloudy,54.62482758620689,1685.0,3769.0,8892.0,11,28,2017,11-28,authum,0
8695,385,2017-11-29,5.0,cloudy,41.36909090909091,1789.0,3748.0,9042.0,11,29,2017,11-29,authum,0
8696,370,2017-11-30,5.0,cloudy,46.23945945945946,1933.0,3840.0,8997.0,11,30,2017,11-30,authum,0
8697,406,2017-12-01,5.0,cloudy,42.55295566502463,2209.0,3828.0,8959.0,12,1,2017,12-01,winter,0
8698,368,2017-12-02,5.0,cloudy,48.10788043478261,2403.0,3963.0,9073.0,12,2,2017,12-02,winter,1
8699,331,2017-12-03,5.0,cloudy,49.97552870090635,2564.0,4226.0,9073.0,12,3,2017,12-03,winter,1
8700,396,2017-12-04,5.0,cloudy,60.70631313131313,2690.0,4347.0,9007.0,12,4,2017,12-04,winter,0
8701,287,2017-12-05,5.0,cloudy,30.87317073170731,2691.0,4376.0,9264.0,12,5,2017,12-05,winter,0
8702,325,2017-12-06,5.0,cloudy,30.71723076923077,2543.0,4332.0,9308.0,12,6,2017,12-06,winter,0
8703,249,2017-12-07,5.0,cloudy,22.779116465863446,2483.0,4416.0,9201.0,12,7,2017,12-07,winter,0
8704,284,2017-12-08,5.0,cloudy,29.90070422535211,2362.0,4571.0,9046.0,12,8,2017,12-08,winter,0
8705,122,2017-12-09,5.0,cloudy,26.82049180327868,2240.0,4643.0,8878.0,12,9,2017,12-09,winter,1
8706,147,2017-12-10,5.0,cloudy,30.759863945578235,1994.0,4558.0,8644.0,12,10,2017,12-10,winter,1
8707,220,2017-12-11,5.0,cloudy,32.19,1810.0,4500.0,8573.0,12,11,2017,12-11,winter,0
8708,199,2017-12-12,5.0,cloudy,19.120100502512557,1634.0,4325.0,8614.0,12,12,2017,12-12,winter,0
8709,241,2017-12-13,5.0,cloudy,30.86473029045643,1546.0,4089.0,8683.0,12,13,2017,12-13,winter,0
8710,223,2017-12-14,5.0,cloudy,21.483408071748887,1462.0,3945.0,8534.0,12,14,2017,12-14,winter,0
8711,240,2017-12-15,5.0,cloudy,30.892083333333346,1436.0,3798.0,8301.0,12,15,2017,12-15,winter,0
8712,195,2017-12-16,5.0,cloudy,40.77179487179487,1392.0,3632.0,8248.0,12,16,2017,12-16,winter,1
8713,189,2017-12-17,5.0,cloudy,39.47513227513228,1465.0,3459.0,8061.0,12,17,2017,12-17,winter,1
8714,311,2017-12-18,5.0,cloudy,42.04276527331189,1507.0,3317.0,7979.0,12,18,2017,12-18,winter,0
