,total,starttime,area_type,events,temperature,per_week_total,per_2weeks_total,per_30days_total,month,dayth,year,month_dayth,festival,isweekend
782,369,2016-02-25,0.0,cloudy,32.98319783197832,3718.0,5326.0,11727.0,2,25,2016,02-25,winter,0
783,397,2016-02-26,0.0,cloudy,31.18287153652393,3659.0,5435.0,11705.0,2,26,2016,02-26,winter,0
784,866,2016-02-27,0.0,cloudy,49.19087759815242,3529.0,5611.0,11704.0,2,27,2016,02-27,winter,1
785,813,2016-02-28,0.0,cloudy,57.50282902829029,3376.0,6295.0,12155.0,2,28,2016,02-28,winter,1
786,460,2016-02-29,0.0,cloudy,37.703478260869566,3748.0,7014.0,12565.0,2,29,2016,02-29,winter,0
787,216,2016-03-01,0.0,cloudy,25.03842592592592,3714.0,7279.0,12417.0,3,1,2016,03-01,spring,0
788,296,2016-03-02,0.0,cloudy,25.35574324324325,3411.0,7194.0,12253.0,3,2,2016,03-02,spring,0
789,290,2016-03-03,0.0,cloudy,30.59034482758621,3417.0,7135.0,12086.0,3,3,2016,03-03,spring,0
790,390,2016-03-04,0.0,cloudy,32.87410256410257,3338.0,6997.0,12087.0,3,4,2016,03-04,spring,0
791,408,2016-03-05,0.0,cloudy,36.55686274509804,3331.0,6860.0,12054.0,3,5,2016,03-05,spring,1
792,710,2016-03-06,0.0,cloudy,46.375352112676055,2873.0,6249.0,12077.0,3,6,2016,03-06,spring,1
793,713,2016-03-07,0.0,cloudy,55.85750350631136,2770.0,6518.0,12411.0,3,7,2016,03-07,spring,0
794,994,2016-03-08,0.0,cloudy,64.07816901408451,3023.0,6737.0,12575.0,3,8,2016,03-08,spring,0
795,858,2016-03-09,0.0,cloudy,58.29545454545455,3801.0,7212.0,13093.0,3,9,2016,03-09,spring,0
796,665,2016-03-10,0.0,cloudy,45.325263157894746,4363.0,7780.0,13584.0,3,10,2016,03-10,spring,0
797,721,2016-03-11,0.0,cloudy,43.69209431345354,4738.0,8076.0,14020.0,3,11,2016,03-11,spring,0
798,749,2016-03-12,0.0,cloudy,51.23845126835782,5069.0,8400.0,14492.0,3,12,2016,03-12,spring,1
799,165,2016-03-13,0.0,rain or snow,45.14969696969698,5410.0,8283.0,14981.0,3,13,2016,03-13,spring,1
800,633,2016-03-14,0.0,cloudy,49.15624012638232,4865.0,7635.0,14925.0,3,14,2016,03-14,spring,0
801,759,2016-03-15,0.0,cloudy,53.42358366271409,4785.0,7808.0,15376.0,3,15,2016,03-15,spring,0
802,572,2016-03-16,0.0,cloudy,50.5444055944056,4550.0,8351.0,16041.0,3,16,2016,03-16,spring,0
803,748,2016-03-17,0.0,cloudy,48.17874331550802,4264.0,8627.0,16418.0,3,17,2016,03-17,spring,0
804,681,2016-03-18,0.0,cloudy,39.18942731277532,4347.0,9085.0,16865.0,3,18,2016,03-18,spring,0
805,690,2016-03-19,0.0,cloudy,40.78014492753623,4307.0,9376.0,17191.0,3,19,2016,03-19,spring,1
806,622,2016-03-20,0.0,cloudy,40.5847266881029,4248.0,9658.0,17453.0,3,20,2016,03-20,spring,1
807,632,2016-03-21,0.0,cloudy,41.01439873417722,4705.0,9570.0,17548.0,3,21,2016,03-21,spring,0
808,856,2016-03-22,0.0,cloudy,53.77943925233645,4704.0,9489.0,17161.0,3,22,2016,03-22,spring,0
809,491,2016-03-23,0.0,cloudy,39.00081466395113,4801.0,9351.0,17576.0,3,23,2016,03-23,spring,0
810,182,2016-03-24,0.0,cloudy,34.84230769230769,4720.0,8984.0,17573.0,3,24,2016,03-24,spring,0
811,595,2016-03-25,0.0,cloudy,37.91966386554622,4154.0,8501.0,17236.0,3,25,2016,03-25,spring,0
812,758,2016-03-26,0.0,cloudy,47.752110817941954,4068.0,8375.0,17541.0,3,26,2016,03-26,spring,1
813,563,2016-03-27,0.0,cloudy,54.57886323268207,4136.0,8384.0,17930.0,3,27,2016,03-27,spring,1
814,681,2016-03-28,0.0,cloudy,45.40851688693098,4077.0,8782.0,18096.0,3,28,2016,03-28,spring,0
815,954,2016-03-29,0.0,cloudy,48.30010482180293,4126.0,8830.0,17911.0,3,29,2016,03-29,spring,0
816,651,2016-03-30,0.0,cloudy,52.018279569892464,4224.0,9025.0,18052.0,3,30,2016,03-30,spring,0
817,652,2016-03-31,0.0,cloudy,56.79110429447853,4384.0,9104.0,18243.0,3,31,2016,03-31,spring,0
818,545,2016-04-01,0.0,cloudy,42.95889908256882,4854.0,9008.0,18679.0,4,1,2016,04-01,spring,0
819,396,2016-04-02,0.0,rain or snow,33.85429292929293,4804.0,8872.0,18928.0,4,2,2016,04-02,spring,1
820,814,2016-04-03,0.0,cloudy,61.27776412776414,4442.0,8578.0,19034.0,4,3,2016,04-03,spring,1
821,396,2016-04-04,0.0,cloudy,32.68888888888889,4693.0,8770.0,19458.0,4,4,2016,04-04,spring,0
822,530,2016-04-05,0.0,cloudy,38.31188679245285,4408.0,8534.0,19446.0,4,5,2016,04-05,spring,0
823,358,2016-04-06,0.0,rain or snow,46.44608938547486,3984.0,8208.0,19266.0,4,6,2016,04-06,spring,0
824,507,2016-04-07,0.0,cloudy,38.17850098619329,3691.0,8075.0,18911.0,4,7,2016,04-07,spring,0
825,411,2016-04-08,0.0,rain or snow,35.78126520681265,3546.0,8400.0,18424.0,4,8,2016,04-08,spring,0
826,446,2016-04-09,0.0,cloudy,33.19125560538117,3412.0,8216.0,17977.0,4,9,2016,04-09,spring,1
827,340,2016-04-10,0.0,rain or snow,43.517058823529396,3462.0,7904.0,17758.0,4,10,2016,04-10,spring,1
828,844,2016-04-11,0.0,cloudy,46.500710900473926,2988.0,7681.0,17377.0,4,11,2016,04-11,spring,0
829,751,2016-04-12,0.0,clear,39.81158455392809,3436.0,7844.0,17472.0,4,12,2016,04-12,spring,0
830,827,2016-04-13,0.0,cloudy,46.62503022974607,3657.0,7641.0,18058.0,4,13,2016,04-13,spring,0
831,867,2016-04-14,0.0,cloudy,52.06378316032296,4126.0,7817.0,18252.0,4,14,2016,04-14,spring,0
832,1008,2016-04-15,0.0,clear,57.27886904761907,4486.0,8032.0,18360.0,4,15,2016,04-15,spring,0
833,1291,2016-04-16,0.0,cloudy,69.05166537567777,5083.0,8495.0,18796.0,4,16,2016,04-16,spring,1
834,1516,2016-04-17,0.0,cloudy,73.51121372031663,5928.0,9390.0,19339.0,4,17,2016,04-17,spring,1
835,1138,2016-04-18,0.0,cloudy,70.8072934973638,7104.0,10092.0,20174.0,4,18,2016,04-18,spring,0
836,864,2016-04-19,0.0,cloudy,50.17430555555556,7398.0,10834.0,20622.0,4,19,2016,04-19,spring,0
837,876,2016-04-20,0.0,cloudy,62.567237442922384,7511.0,11168.0,20864.0,4,20,2016,04-20,spring,0
838,916,2016-04-21,0.0,cloudy,62.3075327510917,7560.0,11686.0,21108.0,4,21,2016,04-21,spring,0
839,705,2016-04-22,0.0,cloudy,46.798297872340434,7609.0,12095.0,21168.0,4,22,2016,04-22,spring,0
840,1136,2016-04-23,0.0,cloudy,55.004225352112684,7306.0,12389.0,21382.0,4,23,2016,04-23,spring,1
841,1587,2016-04-24,0.0,cloudy,70.12804032766225,7151.0,13079.0,22336.0,4,24,2016,04-24,spring,1
842,1260,2016-04-25,0.0,cloudy,74.09563492063492,7222.0,14326.0,23328.0,4,25,2016,04-25,spring,0
843,721,2016-04-26,0.0,cloudy,43.74479889042996,7344.0,14742.0,23830.0,4,26,2016,04-26,spring,0
844,527,2016-04-27,0.0,cloudy,44.24136622390892,7201.0,14712.0,23988.0,4,27,2016,04-27,spring,0
845,694,2016-04-28,0.0,cloudy,44.57247838616715,6852.0,14412.0,23834.0,4,28,2016,04-28,spring,0
846,695,2016-04-29,0.0,cloudy,45.17064748201439,6630.0,14239.0,23574.0,4,29,2016,04-29,spring,0
847,258,2016-04-30,0.0,rain or snow,46.13023255813953,6620.0,13926.0,23618.0,4,30,2016,04-30,spring,1
848,537,2016-05-01,0.0,cloudy,46.25921787709496,5742.0,12893.0,23224.0,5,1,2016,05-01,spring,1
849,924,2016-05-02,0.0,cloudy,52.32532467532468,4692.0,11914.0,23216.0,5,2,2016,05-02,spring,0
850,1269,2016-05-03,0.0,cloudy,59.45642237982664,4356.0,11700.0,23744.0,5,3,2016,05-03,spring,0
851,817,2016-05-04,0.0,cloudy,47.466952264381895,4904.0,12105.0,24199.0,5,4,2016,05-04,spring,0
852,1029,2016-05-05,0.0,cloudy,53.29378036929057,5194.0,12046.0,24620.0,5,5,2016,05-05,spring,0
853,1574,2016-05-06,0.0,cloudy,71.6559085133418,5529.0,12159.0,25119.0,5,6,2016,05-06,spring,0
854,1026,2016-05-07,0.0,cloudy,58.587134502923966,6408.0,13028.0,26335.0,5,7,2016,05-07,spring,1
855,1342,2016-05-08,0.0,cloudy,63.638673621460505,7176.0,12918.0,26854.0,5,8,2016,05-08,spring,1
856,655,2016-05-09,0.0,cloudy,55.248549618320595,7981.0,12673.0,27785.0,5,9,2016,05-09,spring,0
857,633,2016-05-10,0.0,cloudy,58.073459715639814,7712.0,12068.0,27994.0,5,10,2016,05-10,spring,0
858,1118,2016-05-11,0.0,cloudy,59.88631484794275,7076.0,11980.0,28287.0,5,11,2016,05-11,spring,0
859,1220,2016-05-12,0.0,cloudy,63.30622950819673,7377.0,12571.0,28561.0,5,12,2016,05-12,spring,0
860,1015,2016-05-13,0.0,cloudy,58.979507389162556,7568.0,13097.0,29030.0,5,13,2016,05-13,spring,0
861,761,2016-05-14,0.0,cloudy,44.792247043364,7009.0,13417.0,29218.0,5,14,2016,05-14,spring,1
862,1026,2016-05-15,0.0,cloudy,50.43430799220273,6744.0,13920.0,29112.0,5,15,2016,05-15,spring,1
863,1253,2016-05-16,0.0,cloudy,61.377254588986425,6428.0,14409.0,29130.0,5,16,2016,05-16,spring,0
864,950,2016-05-17,0.0,cloudy,51.706,7026.0,14738.0,29092.0,5,17,2016,05-17,spring,0
865,1215,2016-05-18,0.0,cloudy,55.09209876543209,7343.0,14419.0,28526.0,5,18,2016,05-18,spring,0
866,1392,2016-05-19,0.0,cloudy,61.2764367816092,7440.0,14817.0,28603.0,5,19,2016,05-19,spring,0
867,1279,2016-05-20,0.0,cloudy,61.50734949179046,7612.0,15180.0,29131.0,5,20,2016,05-20,spring,0
868,1828,2016-05-21,0.0,cloudy,69.73823851203501,7876.0,14885.0,29534.0,5,21,2016,05-21,spring,1
869,1864,2016-05-22,0.0,cloudy,72.48825107296136,8943.0,15687.0,30446.0,5,22,2016,05-22,spring,1
870,1529,2016-05-23,0.0,cloudy,72.78175277959451,9781.0,16209.0,31605.0,5,23,2016,05-23,spring,0
871,1786,2016-05-24,0.0,cloudy,78.14501679731244,10057.0,17083.0,31998.0,5,24,2016,05-24,spring,0
872,1140,2016-05-25,0.0,cloudy,76.27842105263156,10893.0,18236.0,32197.0,5,25,2016,05-25,spring,0
873,1670,2016-05-26,0.0,cloudy,76.81311377245508,10818.0,18258.0,32077.0,5,26,2016,05-26,spring,0
874,1213,2016-05-27,0.0,cloudy,74.32605111294312,11096.0,18708.0,33026.0,5,27,2016,05-27,spring,0
875,1412,2016-05-28,0.0,cloudy,75.90516997167141,11030.0,18906.0,33712.0,5,28,2016,05-28,spring,1
876,1516,2016-05-29,0.0,cloudy,74.96873350923481,10614.0,19557.0,34430.0,5,29,2016,05-29,spring,1
877,1797,2016-05-30,0.0,cloudy,81.02943795214247,10266.0,20047.0,35251.0,5,30,2016,05-30,spring,0
878,1060,2016-05-31,0.0,cloudy,73.06169811320756,10534.0,20591.0,36790.0,5,31,2016,05-31,spring,0
879,1298,2016-06-01,0.0,cloudy,73.70516178736518,9808.0,20701.0,37313.0,6,1,2016,06-01,summer,0
880,1909,2016-06-02,0.0,cloudy,72.39339968569931,9966.0,20784.0,37687.0,6,2,2016,06-02,summer,0
881,1828,2016-06-03,0.0,cloudy,75.24628008752734,10205.0,21301.0,38327.0,6,3,2016,06-03,summer,0
882,1525,2016-06-04,0.0,cloudy,67.84832786885245,10820.0,21850.0,39338.0,6,4,2016,06-04,summer,1
883,2033,2016-06-05,0.0,cloudy,73.62926709296606,10933.0,21547.0,39834.0,6,5,2016,06-05,summer,1
884,1776,2016-06-06,0.0,cloudy,73.44301801801802,11450.0,21716.0,40293.0,6,6,2016,06-06,summer,0
885,1620,2016-06-07,0.0,cloudy,61.48475308641975,11429.0,21963.0,41043.0,6,7,2016,06-07,summer,0
886,1721,2016-06-08,0.0,cloudy,62.03404997094713,11989.0,21797.0,41321.0,6,8,2016,06-08,summer,0
887,1383,2016-06-09,0.0,cloudy,66.11959508315256,12412.0,22378.0,42387.0,6,9,2016,06-09,summer,0
888,1808,2016-06-10,0.0,cloudy,83.15995575221241,11886.0,22091.0,43137.0,6,10,2016,06-10,summer,0
889,1900,2016-06-11,0.0,cloudy,86.31805263157896,11866.0,22686.0,43827.0,6,11,2016,06-11,summer,1
890,1840,2016-06-12,0.0,cloudy,66.84027173913044,12241.0,23174.0,44507.0,6,12,2016,06-12,summer,1
891,1788,2016-06-13,0.0,cloudy,74.35710290827741,12048.0,23498.0,45332.0,6,13,2016,06-13,summer,0
892,1760,2016-06-14,0.0,cloudy,77.76374999999999,12060.0,23489.0,46359.0,6,14,2016,06-14,summer,0
893,1926,2016-06-15,0.0,cloudy,83.05742471443405,12200.0,24189.0,47093.0,6,15,2016,06-15,summer,0
894,1643,2016-06-16,0.0,cloudy,68.55301278149726,12405.0,24817.0,47766.0,6,16,2016,06-16,summer,0
895,1873,2016-06-17,0.0,cloudy,76.55355045381741,12665.0,24551.0,48459.0,6,17,2016,06-17,summer,0
896,2261,2016-06-18,0.0,cloudy,81.9579389650597,12730.0,24596.0,49117.0,6,18,2016,06-18,summer,1
897,1788,2016-06-19,0.0,cloudy,84.68104026845639,13091.0,25332.0,49986.0,6,19,2016,06-19,summer,1
898,1638,2016-06-20,0.0,cloudy,84.69871794871794,13039.0,25087.0,50495.0,6,20,2016,06-20,summer,0
899,2022,2016-06-21,0.0,cloudy,76.80702274975272,12889.0,24949.0,50305.0,6,21,2016,06-21,summer,0
900,1332,2016-06-22,0.0,cloudy,71.73858858858858,13151.0,25351.0,50463.0,6,22,2016,06-22,summer,0
901,1765,2016-06-23,0.0,cloudy,69.18628895184135,12557.0,24962.0,50266.0,6,23,2016,06-23,summer,0
902,1900,2016-06-24,0.0,cloudy,76.06573684210528,12679.0,25344.0,50245.0,6,24,2016,06-24,summer,0
903,2183,2016-06-25,0.0,cloudy,83.67370590929913,12706.0,25436.0,51005.0,6,25,2016,06-25,summer,1
904,1818,2016-06-26,0.0,cloudy,83.43674367436743,12628.0,25719.0,51518.0,6,26,2016,06-26,summer,1
905,1787,2016-06-27,0.0,cloudy,80.01510912143256,12658.0,25697.0,52123.0,6,27,2016,06-27,summer,0
906,1851,2016-06-28,0.0,cloudy,65.89497568881684,12807.0,25696.0,52498.0,6,28,2016,06-28,summer,0
907,1955,2016-06-29,0.0,cloudy,70.63202046035805,12636.0,25787.0,52833.0,6,29,2016,06-29,summer,0
908,1840,2016-06-30,0.0,cloudy,73.16201086956522,13259.0,25816.0,52991.0,6,30,2016,06-30,summer,0
909,1834,2016-07-01,0.0,cloudy,67.51717557251908,13334.0,26013.0,53771.0,7,1,2016,07-01,summer,0
910,1669,2016-07-02,0.0,cloudy,71.16620730976629,13268.0,25974.0,54307.0,7,2,2016,07-02,summer,1
911,1449,2016-07-03,0.0,cloudy,73.23775017253278,12754.0,25382.0,54067.0,7,3,2016,07-03,summer,1
912,1663,2016-07-04,0.0,cloudy,74.15694527961516,12385.0,25043.0,53688.0,7,4,2016,07-04,summer,0
913,1761,2016-07-05,0.0,cloudy,80.31868256672344,12261.0,25068.0,53826.0,7,5,2016,07-05,summer,0
914,1538,2016-07-06,0.0,cloudy,80.63420026007802,12171.0,24807.0,53554.0,7,6,2016,07-06,summer,0
915,1388,2016-07-07,0.0,cloudy,76.1764409221902,11754.0,25013.0,53316.0,7,7,2016,07-07,summer,0
916,1812,2016-07-08,0.0,cloudy,79.18532008830022,11302.0,24636.0,53084.0,7,8,2016,07-08,summer,0
917,2294,2016-07-09,0.0,cloudy,74.85257192676548,11280.0,24548.0,53175.0,7,9,2016,07-09,summer,1
918,2186,2016-07-10,0.0,cloudy,78.42474839890211,11905.0,24659.0,54086.0,7,10,2016,07-10,summer,1
919,1772,2016-07-11,0.0,cloudy,82.81958239277652,12642.0,25027.0,54464.0,7,11,2016,07-11,summer,0
920,1923,2016-07-12,0.0,cloudy,80.50171606864274,12751.0,25012.0,54336.0,7,12,2016,07-12,summer,0
921,1433,2016-07-13,0.0,cloudy,78.20746685275645,12913.0,25084.0,54419.0,7,13,2016,07-13,summer,0
922,1949,2016-07-14,0.0,cloudy,79.19512570548999,12808.0,24562.0,54064.0,7,14,2016,07-14,summer,0
923,1634,2016-07-15,0.0,cloudy,67.5845165238678,13369.0,24671.0,54253.0,7,15,2016,07-15,summer,0
924,2273,2016-07-16,0.0,cloudy,72.52305323361196,13191.0,24471.0,53961.0,7,16,2016,07-16,summer,1
925,1744,2016-07-17,0.0,cloudy,78.70693807339447,13170.0,25075.0,54591.0,7,17,2016,07-17,summer,1
926,1881,2016-07-18,0.0,cloudy,80.41238702817651,12728.0,25370.0,54462.0,7,18,2016,07-18,summer,0
927,2038,2016-07-19,0.0,cloudy,80.5252208047105,12837.0,25588.0,54082.0,7,19,2016,07-19,summer,0
928,1965,2016-07-20,0.0,cloudy,81.48773536895673,12952.0,25865.0,54332.0,7,20,2016,07-20,summer,0
929,1472,2016-07-21,0.0,cloudy,84.68009510869565,13484.0,26292.0,54659.0,7,21,2016,07-21,summer,0
930,1675,2016-07-22,0.0,cloudy,83.3547462686567,13007.0,26376.0,54109.0,7,22,2016,07-22,summer,0
931,1522,2016-07-23,0.0,cloudy,86.09875164257556,13048.0,26239.0,54452.0,7,23,2016,07-23,summer,1
932,1474,2016-07-24,0.0,cloudy,85.9900949796472,12297.0,25467.0,54209.0,7,24,2016,07-24,summer,1
933,1888,2016-07-25,0.0,cloudy,81.20593220338982,12027.0,24755.0,53783.0,7,25,2016,07-25,summer,0
934,1893,2016-07-26,0.0,cloudy,81.11209720021131,12034.0,24871.0,53488.0,7,26,2016,07-26,summer,0
935,1903,2016-07-27,0.0,cloudy,81.52601156069366,11889.0,24841.0,53563.0,7,27,2016,07-27,summer,0
936,1564,2016-07-28,0.0,cloudy,76.0022378516624,11827.0,25311.0,53679.0,7,28,2016,07-28,summer,0
937,1516,2016-07-29,0.0,cloudy,74.27711081794195,11919.0,24926.0,53392.0,7,29,2016,07-29,summer,0
938,1884,2016-07-30,0.0,cloudy,72.92892781316347,11760.0,24808.0,52953.0,7,30,2016,07-30,summer,1
939,2099,2016-07-31,0.0,cloudy,76.80119104335398,12122.0,24419.0,52997.0,7,31,2016,07-31,summer,1
940,1904,2016-08-01,0.0,cloudy,77.08623949579831,12747.0,24774.0,53262.0,8,1,2016,08-01,summer,0
941,1950,2016-08-02,0.0,cloudy,79.96897435897436,12763.0,24797.0,53497.0,8,2,2016,08-02,summer,0
942,1968,2016-08-03,0.0,cloudy,82.07256097560978,12820.0,24709.0,53998.0,8,3,2016,08-03,summer,0
943,1835,2016-08-04,0.0,cloudy,83.6483378746594,12885.0,24712.0,54303.0,8,4,2016,08-04,summer,0
944,1772,2016-08-05,0.0,cloudy,78.67302483069977,13156.0,25075.0,54377.0,8,5,2016,08-05,summer,0
945,2146,2016-08-06,0.0,cloudy,78.54594594594595,13412.0,25172.0,54611.0,8,6,2016,08-06,summer,1
946,2011,2016-08-07,0.0,cloudy,79.30895077076082,13674.0,25796.0,55369.0,8,7,2016,08-07,summer,1
947,1698,2016-08-08,0.0,cloudy,78.94381625441696,13586.0,26333.0,55568.0,8,8,2016,08-08,summer,0
948,1926,2016-08-09,0.0,cloudy,80.68099688473521,13380.0,26143.0,54972.0,8,9,2016,08-09,summer,0
949,1919,2016-08-10,0.0,cloudy,82.56842105263158,13356.0,26176.0,54712.0,8,10,2016,08-10,summer,0
950,1770,2016-08-11,0.0,cloudy,83.52118644067797,13307.0,26192.0,54859.0,8,11,2016,08-11,summer,0
951,989,2016-08-12,0.0,cloudy,78.32416582406472,13242.0,26398.0,54706.0,8,12,2016,08-12,summer,0
952,1983,2016-08-13,0.0,cloudy,80.27846696923852,12459.0,25871.0,54262.0,8,13,2016,08-13,summer,1
953,1911,2016-08-14,0.0,cloudy,81.23804290947146,12296.0,25970.0,54296.0,8,14,2016,08-14,summer,1
954,1114,2016-08-15,0.0,cloudy,74.38617594254937,12196.0,25782.0,54573.0,8,15,2016,08-15,summer,0
955,1795,2016-08-16,0.0,cloudy,78.26172701949861,11612.0,24992.0,53414.0,8,16,2016,08-16,summer,0
956,1651,2016-08-17,0.0,cloudy,77.99527559055117,11481.0,24837.0,53465.0,8,17,2016,08-17,summer,0
957,1482,2016-08-18,0.0,cloudy,79.4168016194332,11213.0,24520.0,53235.0,8,18,2016,08-18,summer,0
958,1633,2016-08-19,0.0,cloudy,77.57960808328231,10925.0,24167.0,52679.0,8,19,2016,08-19,summer,0
959,1488,2016-08-20,0.0,cloudy,73.70625,11569.0,24028.0,52347.0,8,20,2016,08-20,summer,1
960,2065,2016-08-21,0.0,cloudy,69.96837772397096,11074.0,23370.0,52363.0,8,21,2016,08-21,summer,1
961,1855,2016-08-22,0.0,cloudy,71.24619946091643,11228.0,23424.0,52753.0,8,22,2016,08-22,summer,0
962,1846,2016-08-23,0.0,cloudy,74.08943661971831,11969.0,23581.0,53086.0,8,23,2016,08-23,summer,0
963,1490,2016-08-24,0.0,cloudy,77.76791946308725,12020.0,23501.0,53458.0,8,24,2016,08-24,summer,0
964,1630,2016-08-25,0.0,cloudy,75.22595092024541,11859.0,23072.0,53060.0,8,25,2016,08-25,summer,0
965,1695,2016-08-26,0.0,cloudy,73.56359882005898,12007.0,22932.0,52797.0,8,26,2016,08-26,summer,0
966,1507,2016-08-27,0.0,cloudy,78.16204379562045,12069.0,23638.0,52589.0,8,27,2016,08-27,summer,1
967,1891,2016-08-28,0.0,cloudy,78.42681121099947,12088.0,23162.0,52532.0,8,28,2016,08-28,summer,1
968,1482,2016-08-29,0.0,cloudy,76.60323886639677,11914.0,23142.0,52907.0,8,29,2016,08-29,summer,0
969,1306,2016-08-30,0.0,cloudy,76.39754977029095,11541.0,23510.0,52505.0,8,30,2016,08-30,summer,0
970,1848,2016-08-31,0.0,cloudy,71.09615800865802,11001.0,23021.0,51712.0,8,31,2016,08-31,summer,0
971,1678,2016-09-01,0.0,cloudy,67.60983313468414,11359.0,23218.0,51656.0,9,1,2016,09-01,authum,0
972,1707,2016-09-02,0.0,cloudy,69.97152899824253,11407.0,23414.0,51384.0,9,2,2016,09-02,authum,0
973,1548,2016-09-03,0.0,cloudy,71.73675710594316,11419.0,23488.0,51123.0,9,3,2016,09-03,authum,1
974,1439,2016-09-04,0.0,cloudy,74.42022237665046,11460.0,23548.0,50836.0,9,4,2016,09-04,authum,1
975,1682,2016-09-05,0.0,cloudy,82.57722948870392,11008.0,22922.0,50503.0,9,5,2016,09-05,authum,0
976,1559,2016-09-06,0.0,cloudy,84.82694034637589,11208.0,22749.0,50039.0,9,6,2016,09-06,authum,0
977,1536,2016-09-07,0.0,cloudy,82.58092447916667,11461.0,22462.0,49587.0,9,7,2016,09-07,authum,0
978,1601,2016-09-08,0.0,cloudy,76.6693316677077,11149.0,22508.0,49425.0,9,8,2016,09-08,authum,0
979,1454,2016-09-09,0.0,cloudy,73.87909215955985,11072.0,22479.0,49100.0,9,9,2016,09-09,authum,0
980,1619,2016-09-10,0.0,cloudy,68.45941939468808,10819.0,22238.0,48635.0,9,10,2016,09-10,authum,1
981,1979,2016-09-11,0.0,cloudy,69.99651339060131,10890.0,22350.0,48484.0,9,11,2016,09-11,authum,1
982,1749,2016-09-12,0.0,cloudy,70.38833619210979,11430.0,22438.0,49474.0,9,12,2016,09-12,authum,0
983,1788,2016-09-13,0.0,cloudy,74.54753914988814,11497.0,22705.0,49240.0,9,13,2016,09-13,authum,0
984,1736,2016-09-14,0.0,cloudy,68.75558755760369,11726.0,23187.0,49117.0,9,14,2016,09-14,authum,0
985,1743,2016-09-15,0.0,cloudy,70.37205966724039,11926.0,23075.0,49739.0,9,15,2016,09-15,authum,0
986,1763,2016-09-16,0.0,cloudy,75.9562110039705,12068.0,23140.0,49687.0,9,16,2016,09-16,authum,0
987,1879,2016-09-17,0.0,cloudy,75.59222990952635,12377.0,23196.0,49799.0,9,17,2016,09-17,authum,1
988,1948,2016-09-18,0.0,cloudy,73.97207392197126,12637.0,23527.0,50196.0,9,18,2016,09-18,authum,1
989,1688,2016-09-19,0.0,cloudy,77.38086492890994,12606.0,24036.0,50511.0,9,19,2016,09-19,authum,0
990,1764,2016-09-20,0.0,cloudy,74.4499433106576,12545.0,24042.0,50711.0,9,20,2016,09-20,authum,0
