,total,starttime,area_type,events,temperature,per_week_total,per_2weeks_total,per_30days_total,year,month_dayth,festival,isweekend,dayth,month
1473,195,2014-01-19,1.0,cloudy,29.834358974358977,6909,8584,0,2014,01-19,winter,1,19,1
1474,691,2014-01-20,1.0,cloudy,28.72301013024601,6730,8708,0,2014,01-20,winter,0,20,1
1475,607,2014-01-21,1.0,cloudy,5.617627677100495,5661,9394,0,2014,01-21,winter,0,21,1
1476,651,2014-01-22,1.0,rain or snow,9.432258064516127,4902,9924,0,2014,01-22,winter,0,22,1
1477,672,2014-01-23,1.0,cloudy,3.5836309523809526,4369,10556,0,2014,01-23,winter,0,23,1
1478,653,2014-01-24,1.0,cloudy,16.827871362940275,3887,10633,0,2014,01-24,winter,0,24,1
1479,185,2014-01-25,1.0,cloudy,14.96054054054054,3646,10715,0,2014,01-25,winter,1,25,1
1480,116,2014-01-26,1.0,cloudy,25.697413793103447,3654,10563,0,2014,01-26,winter,1,26,1
1481,283,2014-01-27,1.0,cloudy,-3.7102473498233217,3575,10305,0,2014,01-27,winter,0,27,1
1482,321,2014-01-28,1.0,clear,-0.3710280373831775,3167,8828,0,2014,01-28,winter,0,28,1
1483,726,2014-01-29,1.0,clear,16.01212121212121,2881,7783,0,2014,01-29,winter,0,29,1
1484,968,2014-01-30,1.0,cloudy,28.16683884297521,2956,7325,0,2014,01-30,winter,0,30,1
1485,1075,2014-01-31,1.0,cloudy,20.866046511627907,3252,7139,0,2014,01-31,winter,0,31,1
1486,89,2014-02-01,1.0,rain or snow,26.68988764044944,3674,7320,0,2014,02-01,winter,1,1,2
1487,146,2014-02-02,1.0,cloudy,15.093150684931507,3578,7232,0,2014,02-02,winter,1,2,2
1488,872,2014-02-03,1.0,cloudy,12.577752293577984,3608,7183,15995,2014,02-03,winter,0,3,2
1489,857,2014-02-04,1.0,cloudy,20.671645274212366,4197,7364,16834,2014,02-04,winter,0,4,2
1490,368,2014-02-05,1.0,rain or snow,19.0366847826087,4733,7614,17620,2014,02-05,winter,0,5,2
1491,545,2014-02-06,1.0,cloudy,2.248990825688073,4375,7331,17983,2014,02-06,winter,0,6,2
1492,527,2014-02-07,1.0,cloudy,6.793168880455407,3952,7204,18451,2014,02-07,winter,0,7,2
1493,138,2014-02-08,1.0,rain or snow,13.661594202898552,3404,7078,18959,2014,02-08,winter,1,8,2
1494,141,2014-02-09,1.0,cloudy,13.877304964539006,3453,7031,18502,2014,02-09,winter,1,9,2
1495,645,2014-02-10,1.0,clear,5.2089922480620166,3448,7056,18072,2014,02-10,winter,0,10,2
1496,754,2014-02-11,1.0,clear,6.199867374005308,3221,7418,18380,2014,02-11,winter,0,11,2
1497,886,2014-02-12,1.0,cloudy,17.840519187358915,3118,7851,18760,2014,02-12,winter,0,12,2
1498,978,2014-02-13,1.0,cloudy,25.643660531697346,3636,8011,17886,2014,02-13,winter,0,13,2
1499,922,2014-02-14,1.0,cloudy,16.712906724511928,4069,8021,17498,2014,02-14,winter,0,14,2
1500,290,2014-02-15,1.0,cloudy,19.64689655172414,4464,7868,17236,2014,02-15,winter,1,15,2
1501,182,2014-02-16,1.0,cloudy,24.50274725274725,4616,8069,16372,2014,02-16,winter,1,16,2
1502,289,2014-02-17,1.0,rain or snow,23.98927335640139,4657,8105,15660,2014,02-17,winter,0,17,2
1503,986,2014-02-18,1.0,cloudy,39.119066937119676,4301,7522,15772,2014,02-18,winter,0,18,2
1504,1428,2014-02-19,1.0,cloudy,37.844257703081226,4533,7651,16563,2014,02-19,winter,0,19,2
1505,676,2014-02-20,1.0,cloudy,38.140088757396455,5075,8711,17300,2014,02-20,winter,0,20,2
1506,965,2014-02-21,1.0,cloudy,30.463523316062172,4773,8842,17369,2014,02-21,winter,0,21,2
1507,406,2014-02-22,1.0,cloudy,29.56625615763547,4816,9280,17683,2014,02-22,winter,1,22,2
1508,284,2014-02-23,1.0,cloudy,23.084507042253517,4932,9548,17417,2014,02-23,winter,1,23,2
1509,1054,2014-02-24,1.0,cloudy,19.797438330170774,5034,9691,17048,2014,02-24,winter,0,24,2
1510,1027,2014-02-25,1.0,cloudy,15.912463485881204,5799,10100,17917,2014,02-25,winter,0,25,2
1511,820,2014-02-26,1.0,cloudy,9.836951219512196,5840,10373,18828,2014,02-26,winter,0,26,2
1512,650,2014-02-27,1.0,cloudy,7.993384615384616,5232,10307,19365,2014,02-27,winter,0,27,2
1513,1008,2014-02-28,1.0,cloudy,22.16825396825397,5206,9979,19694,2014,02-28,winter,0,28,2
1514,247,2014-03-01,1.0,cloudy,19.387449392712554,5249,10065,19976,2014,03-01,spring,1,1,3
1515,162,2014-03-02,1.0,cloudy,8.766049382716048,5090,10022,19255,2014,03-02,spring,1,2,3
1516,648,2014-03-03,1.0,cloudy,12.444290123456788,4968,10002,18342,2014,03-03,spring,0,3,3
1517,1032,2014-03-04,1.0,cloudy,21.192248062015505,4562,10361,18901,2014,03-04,spring,0,4,3
1518,609,2014-03-05,1.0,cloudy,20.611494252873566,4567,10407,19787,2014,03-05,spring,0,5,3
1519,1058,2014-03-06,1.0,cloudy,25.663799621928163,4356,9588,19524,2014,03-06,spring,0,6,3
1520,1479,2014-03-07,1.0,cloudy,38.53042596348885,4764,9970,19725,2014,03-07,spring,0,7,3
1521,315,2014-03-08,1.0,cloudy,27.661269841269842,5235,10484,20836,2014,03-08,spring,1,8,3
1522,394,2014-03-09,1.0,cloudy,35.60659898477157,5303,10393,20606,2014,03-09,spring,1,9,3
1523,2238,2014-03-10,1.0,cloudy,47.708400357462025,5535,10503,20473,2014,03-10,spring,0,10,3
1524,1906,2014-03-11,1.0,cloudy,42.54144805876179,7125,11687,22573,2014,03-11,spring,0,11,3
1525,663,2014-03-12,1.0,cloudy,25.743589743589745,7999,12566,24338,2014,03-12,spring,0,12,3
1526,1182,2014-03-13,1.0,cloudy,29.11108291032149,8053,12409,24356,2014,03-13,spring,0,13,3
1527,1970,2014-03-14,1.0,cloudy,46.09654822335026,8177,12941,24784,2014,03-14,spring,0,14,3
1528,574,2014-03-15,1.0,cloudy,35.87439024390243,8668,13903,25868,2014,03-15,spring,1,15,3
1529,267,2014-03-16,1.0,cloudy,22.210861423220976,8927,14230,25464,2014,03-16,spring,1,16,3
1530,1450,2014-03-17,1.0,cloudy,32.80668965517242,8800,14335,24809,2014,03-17,spring,0,17,3
1531,2167,2014-03-18,1.0,cloudy,44.243747115828334,8012,15137,25969,2014,03-18,spring,0,18,3
1532,1270,2014-03-19,1.0,cloudy,39.39724409448819,8273,16272,27954,2014,03-19,spring,0,19,3
1533,1900,2014-03-20,1.0,cloudy,40.19384210526316,8880,16933,28935,2014,03-20,spring,0,20,3
1534,2116,2014-03-21,1.0,cloudy,48.09276937618148,9598,17775,29849,2014,03-21,spring,0,21,3
1535,569,2014-03-22,1.0,cloudy,38.19138840070299,9744,18412,30537,2014,03-22,spring,1,22,3
1536,273,2014-03-23,1.0,cloudy,27.452014652014647,9739,18666,30430,2014,03-23,spring,1,23,3
1537,1490,2014-03-24,1.0,cloudy,29.902214765100673,9745,18545,29738,2014,03-24,spring,0,24,3
1538,1396,2014-03-25,1.0,cloudy,26.164541547277928,9785,17797,30822,2014,03-25,spring,0,25,3
1539,1590,2014-03-26,1.0,cloudy,32.19704402515723,9014,17287,31934,2014,03-26,spring,0,26,3
1540,1235,2014-03-27,1.0,rain or snow,42.43076923076924,9334,18214,32470,2014,03-27,spring,0,27,3
1541,1478,2014-03-28,1.0,cloudy,38.34939106901218,8669,18267,32678,2014,03-28,spring,0,28,3
1542,555,2014-03-29,1.0,cloudy,36.84072072072072,8031,17775,33336,2014,03-29,spring,1,29,3
1543,849,2014-03-30,1.0,cloudy,48.646289752650176,8017,17756,33241,2014,03-30,spring,1,30,3
1544,2416,2014-03-31,1.0,cloudy,60.49801324503312,8593,18338,33082,2014,03-31,spring,0,31,3
1545,2183,2014-04-01,1.0,cloudy,41.708062299587716,9519,19304,35251,2014,04-01,spring,0,1,4
1546,2104,2014-04-02,1.0,cloudy,38.77557034220533,10306,19320,37272,2014,04-02,spring,0,2,4
1547,1053,2014-04-03,1.0,cloudy,36.7650522317189,10820,20154,38728,2014,04-03,spring,0,3,4
1548,1484,2014-04-04,1.0,cloudy,40.223247978436646,10638,19307,38749,2014,04-04,spring,0,4,4
1549,821,2014-04-05,1.0,cloudy,45.301948842874545,10644,18675,39624,2014,04-05,spring,1,5,4
1550,780,2014-04-06,1.0,cloudy,51.3701282051282,10910,18927,39387,2014,04-06,spring,1,6,4
1551,2404,2014-04-07,1.0,cloudy,48.01526622296173,10841,19434,38688,2014,04-07,spring,0,7,4
1552,2662,2014-04-08,1.0,cloudy,51.37806160781367,10829,20348,40777,2014,04-08,spring,0,8,4
1553,3150,2014-04-09,1.0,cloudy,55.4953015873016,11308,21614,43045,2014,04-09,spring,0,9,4
1554,3056,2014-04-10,1.0,cloudy,60.13118455497383,12354,23174,43957,2014,04-10,spring,0,10,4
1555,3359,2014-04-11,1.0,cloudy,62.42503721345639,14357,24995,45107,2014,04-11,spring,0,11,4
1556,1463,2014-04-12,1.0,cloudy,72.19152426520847,16232,26876,47803,2014,04-12,spring,1,12,4
1557,561,2014-04-13,1.0,cloudy,57.2597147950089,16874,27784,48084,2014,04-13,spring,1,13,4
1558,1074,2014-04-14,1.0,rain or snow,37.27113594040968,16655,27496,46675,2014,04-14,spring,0,14,4
1559,1565,2014-04-15,1.0,cloudy,33.88888178913738,15325,26154,47175,2014,04-15,spring,0,15,4
1560,2474,2014-04-16,1.0,cloudy,45.98953112368634,14228,25536,48473,2014,04-16,spring,0,16,4
1561,2817,2014-04-17,1.0,cloudy,55.2294639687611,13552,25906,49497,2014,04-17,spring,0,17,4
1562,2192,2014-04-18,1.0,cloudy,46.700410583941604,13313,27670,50147,2014,04-18,spring,0,18,4
1563,991,2014-04-19,1.0,cloudy,57.26246215943491,12146,28378,51069,2014,04-19,spring,1,19,4
1564,1026,2014-04-20,1.0,cloudy,72.02992202729045,11674,28548,50160,2014,04-20,spring,1,20,4
1565,2861,2014-04-21,1.0,cloudy,67.14037049982522,12139,28794,49070,2014,04-21,spring,0,21,4
1566,3091,2014-04-22,1.0,cloudy,49.44623099320608,13926,29251,51362,2014,04-22,spring,0,22,4
1567,2918,2014-04-23,1.0,cloudy,44.50452364633311,15452,29680,54180,2014,04-23,spring,0,23,4
1568,2967,2014-04-24,1.0,cloudy,57.41678463094035,15896,29448,55608,2014,04-24,spring,0,24,4
1569,3387,2014-04-25,1.0,cloudy,61.834602893416005,16046,29359,57179,2014,04-25,spring,0,25,4
1570,1032,2014-04-26,1.0,cloudy,46.28827519379843,17241,29387,58976,2014,04-26,spring,1,26,4
1571,823,2014-04-27,1.0,cloudy,54.39331713244229,17282,28956,58773,2014,04-27,spring,1,27,4
1572,1574,2014-04-28,1.0,cloudy,51.590914866581954,17079,29218,58118,2014,04-28,spring,0,28,4
1573,2884,2014-04-29,1.0,cloudy,53.64323855755894,15792,29718,59137,2014,04-29,spring,0,29,4
1574,2965,2014-04-30,1.0,cloudy,48.410320404721745,15585,31037,61172,2014,04-30,spring,0,30,4
1575,1895,2014-05-01,1.0,cloudy,46.2444327176781,15632,31528,61721,2014,05-01,spring,0,1,5
1576,2815,2014-05-02,1.0,cloudy,50.140817051509764,14560,30606,61433,2014,05-02,spring,0,2,5
1577,1434,2014-05-03,1.0,cloudy,62.1792189679219,13988,31229,62144,2014,05-03,spring,1,3,5
1578,934,2014-05-04,1.0,cloudy,52.50160599571736,14390,31672,62525,2014,05-04,spring,1,4,5
1579,2986,2014-05-05,1.0,cloudy,49.51761553918286,14501,31580,61975,2014,05-05,spring,0,5,5
1580,3122,2014-05-06,1.0,cloudy,56.69545163356823,15913,31705,64140,2014,05-06,spring,0,6,5
1581,3691,2014-05-07,1.0,cloudy,60.636141966946624,16151,31736,66482,2014,05-07,spring,0,7,5
1582,4244,2014-05-08,1.0,cloudy,81.4734684260132,16877,32509,67769,2014,05-08,spring,0,8,5
1583,2954,2014-05-09,1.0,cloudy,68.27217332430604,19226,33786,69351,2014,05-09,spring,0,9,5
1584,1926,2014-05-10,1.0,cloudy,69.88982346832813,19365,33353,69155,2014,05-10,spring,1,10,5
1585,1112,2014-05-11,1.0,cloudy,75.07275179856114,19857,34247,68025,2014,05-11,spring,1,11,5
1586,3710,2014-05-12,1.0,cloudy,78.62576819407009,20035,34536,65778,2014,05-12,spring,0,12,5
1587,3333,2014-05-13,1.0,cloudy,59.85403540354035,20759,36672,68025,2014,05-13,spring,0,13,5
1588,3387,2014-05-14,1.0,cloudy,53.056037791555966,20970,37121,70797,2014,05-14,spring,0,14,5
1589,2224,2014-05-15,1.0,cloudy,48.26546762589928,20666,37543,73110,2014,05-15,spring,0,15,5
1590,2034,2014-05-16,1.0,cloudy,42.940953785644055,18646,37872,73769,2014,05-16,spring,0,16,5
1591,1366,2014-05-17,1.0,cloudy,54.65373352855051,17726,37091,73329,2014,05-17,spring,1,17,5
1592,1610,2014-05-18,1.0,cloudy,64.4039751552795,17166,37023,71878,2014,05-18,spring,1,18,5
1593,3059,2014-05-19,1.0,cloudy,65.53115397188624,17664,37699,71296,2014,05-19,spring,0,19,5
1594,4481,2014-05-20,1.0,cloudy,77.6505244365097,17013,37772,73364,2014,05-20,spring,0,20,5
1595,4773,2014-05-21,1.0,cloudy,79.3537816886654,18161,39131,76819,2014,05-21,spring,0,21,5
1596,4655,2014-05-22,1.0,cloudy,63.67772287862513,19547,40213,78731,2014,05-22,spring,0,22,5
1597,4081,2014-05-23,1.0,cloudy,62.15540308747856,21978,40624,80295,2014,05-23,spring,0,23,5
1598,1470,2014-05-24,1.0,cloudy,66.73476190476191,24025,41751,81458,2014,05-24,spring,1,24,5
1599,1495,2014-05-25,1.0,cloudy,76.28301003344481,24129,41295,79961,2014,05-25,spring,1,25,5
1600,1500,2014-05-26,1.0,cloudy,80.84593333333333,24014,41678,78069,2014,05-26,spring,0,26,5
1601,3847,2014-05-27,1.0,cloudy,76.01073563815963,22455,39468,78537,2014,05-27,spring,0,27,5
1602,4221,2014-05-28,1.0,cloudy,62.16124141198769,21821,39982,81561,2014,05-28,spring,0,28,5
1603,4645,2014-05-29,1.0,cloudy,67.8491065662002,21269,40816,84208,2014,05-29,spring,0,29,5
1604,4650,2014-05-30,1.0,cloudy,72.48707526881721,21259,43237,85969,2014,05-30,spring,0,30,5
1605,2188,2014-05-31,1.0,cloudy,80.62819926873857,21828,45853,87654,2014,05-31,spring,1,31,5
1606,1702,2014-06-01,1.0,cloudy,82.54441833137484,22546,46675,87947,2014,06-01,summer,1,1,6
1607,4351,2014-06-02,1.0,cloudy,78.36233049873593,22753,46767,86834,2014,06-02,summer,0,2,6
1608,4920,2014-06-03,1.0,cloudy,76.21355691056911,25604,48059,89751,2014,06-03,summer,0,3,6
1609,2931,2014-06-04,1.0,cloudy,62.90324121460253,26677,48498,93737,2014,06-04,summer,0,4,6
1610,5054,2014-06-05,1.0,cloudy,69.67255639097743,25387,46656,93682,2014,06-05,summer,0,5,6
1611,5146,2014-06-06,1.0,cloudy,74.41535172949864,25796,47055,95614,2014,06-06,summer,0,6,6
1612,2286,2014-06-07,1.0,cloudy,77.82817147856518,26292,48120,97069,2014,06-07,summer,1,7,6
1613,1792,2014-06-08,1.0,cloudy,67.58722098214285,26390,48936,95111,2014,06-08,summer,1,8,6
1614,4406,2014-06-09,1.0,cloudy,67.08917385383569,26480,49233,93949,2014,06-09,summer,0,9,6
1615,2607,2014-06-10,1.0,rain or snow,59.594131185270435,26535,52139,96429,2014,06-10,summer,0,10,6
1616,3977,2014-06-11,1.0,cloudy,62.78694996228313,24222,50899,97924,2014,06-11,summer,0,11,6
1617,4261,2014-06-12,1.0,cloudy,73.67561605256981,25268,50655,98191,2014,06-12,summer,0,12,6
1618,5297,2014-06-13,1.0,cloudy,67.847102133283,24475,50271,99119,2014,06-13,summer,0,13,6
1619,2719,2014-06-14,1.0,cloudy,72.99400514895183,24626,50918,101029,2014,06-14,summer,1,14,6
1620,1866,2014-06-15,1.0,cloudy,79.32513397642015,25059,51449,101524,2014,06-15,summer,1,15,6
1621,5412,2014-06-16,1.0,cloudy,82.7410384331116,25133,51613,101356,2014,06-16,summer,0,16,6
1622,5097,2014-06-17,1.0,cloudy,84.64439866588191,26139,52674,105402,2014,06-17,summer,0,17,6
1623,4001,2014-06-18,1.0,cloudy,76.53311672081979,28629,52851,108889,2014,06-18,summer,0,18,6
1624,4870,2014-06-19,1.0,cloudy,70.17069815195072,28653,53921,109831,2014,06-19,summer,0,19,6
1625,5059,2014-06-20,1.0,cloudy,76.45107728800157,29262,53737,110220,2014,06-20,summer,0,20,6
1626,1935,2014-06-21,1.0,cloudy,75.30894056847545,29024,53650,110506,2014,06-21,summer,1,21,6
1627,2311,2014-06-22,1.0,cloudy,74.89783643444397,28240,53299,107786,2014,06-22,summer,1,22,6
1628,4178,2014-06-23,1.0,cloudy,76.69217328865487,28685,53818,106016,2014,06-23,summer,0,23,6
1629,4447,2014-06-24,1.0,cloudy,77.64025185518327,27451,53590,108724,2014,06-24,summer,0,24,6
1630,5260,2014-06-25,1.0,cloudy,65.67781368821292,26801,55430,111676,2014,06-25,summer,0,25,6
1631,5070,2014-06-26,1.0,cloudy,67.28788954635108,28060,56713,115436,2014,06-26,summer,0,26,6
1632,5191,2014-06-27,1.0,cloudy,80.12874205355423,28260,57522,116659,2014,06-27,summer,0,27,6
1633,2055,2014-06-28,1.0,cloudy,81.29625304136252,28392,57416,117629,2014,06-28,summer,1,28,6
1634,2163,2014-06-29,1.0,cloudy,80.80161812297732,28512,56752,115039,2014,06-29,summer,1,29,6
1635,4255,2014-06-30,1.0,cloudy,80.38571092831961,28364,57049,112552,2014,06-30,summer,0,30,6
1636,5787,2014-07-01,1.0,cloudy,76.04612061517194,28441,55892,114619,2014,07-01,summer,0,1,7
1637,4618,2014-07-02,1.0,cloudy,62.94196621914249,29781,56582,118704,2014,07-02,summer,0,2,7
1638,4979,2014-07-03,1.0,cloudy,68.92604940751156,29139,57199,118971,2014,07-03,summer,0,3,7
1639,1896,2014-07-04,1.0,cloudy,72.93090717299577,29048,57308,119030,2014,07-04,summer,0,4,7
1640,1676,2014-07-05,1.0,cloudy,73.32804295942721,25753,54145,117995,2014,07-05,summer,1,5,7
1641,1787,2014-07-06,1.0,cloudy,80.52277560156688,25374,53886,114617,2014,07-06,summer,1,6,7
1642,5027,2014-07-07,1.0,cloudy,82.0295603739805,24998,53362,111258,2014,07-07,summer,0,7,7
1643,5135,2014-07-08,1.0,cloudy,76.05071080817916,25770,54211,113999,2014,07-08,summer,0,8,7
1644,5703,2014-07-09,1.0,cloudy,74.29267052428547,25118,54899,117342,2014,07-09,summer,0,9,7
1645,5898,2014-07-10,1.0,cloudy,73.21639538826722,26203,55342,118639,2014,07-10,summer,0,10,7
1646,4877,2014-07-11,1.0,cloudy,74.03584170596677,27122,56170,121930,2014,07-11,summer,0,11,7
1647,1216,2014-07-12,1.0,cloudy,77.26504934210527,30103,55856,122830,2014,07-12,summer,1,12,7
1648,1913,2014-07-13,1.0,cloudy,79.1392577104025,29643,55017,119785,2014,07-13,summer,1,13,7
1649,4869,2014-07-14,1.0,cloudy,72.58619839802834,29769,54767,116401,2014,07-14,summer,0,14,7
1650,5510,2014-07-15,1.0,cloudy,63.22005444646097,29611,55381,118551,2014,07-15,summer,0,15,7
1651,5796,2014-07-16,1.0,cloudy,67.5036404416839,29986,55104,122195,2014,07-16,summer,0,16,7
1652,5958,2014-07-17,1.0,cloudy,70.83888888888889,30079,56282,122579,2014,07-17,summer,0,17,7
1653,5873,2014-07-18,1.0,cloudy,73.77500425676827,30139,57261,123440,2014,07-18,summer,0,18,7
1654,2834,2014-07-19,1.0,cloudy,75.37194777699365,31135,61238,125312,2014,07-19,summer,1,19,7
1655,2333,2014-07-20,1.0,cloudy,77.24500642948993,32753,62396,123276,2014,07-20,summer,1,20,7
1656,5715,2014-07-21,1.0,clear,79.96327209098862,33173,62942,120550,2014,07-21,summer,0,21,7
1657,5533,2014-07-22,1.0,cloudy,84.3757997469727,34019,63630,124330,2014,07-22,summer,0,22,7
1658,5464,2014-07-23,1.0,cloudy,68.05689970717424,34042,64028,127552,2014,07-23,summer,0,23,7
1659,5858,2014-07-24,1.0,cloudy,69.75013656538067,33710,63789,128838,2014,07-24,summer,0,24,7
1660,5145,2014-07-25,1.0,cloudy,70.10816326530612,33610,63749,130249,2014,07-25,summer,0,25,7
1661,1826,2014-07-26,1.0,cloudy,78.78734939759036,32882,64017,130134,2014,07-26,summer,1,26,7
1662,2223,2014-07-27,1.0,cloudy,79.48317588843905,31874,64627,126890,2014,07-27,summer,1,27,7
1663,5532,2014-07-28,1.0,cloudy,67.21135213304412,31764,64937,123922,2014,07-28,summer,0,28,7
1664,5853,2014-07-29,1.0,cloudy,73.79865026482145,31581,65600,127399,2014,07-29,summer,0,29,7
1665,5919,2014-07-30,1.0,cloudy,71.35987497888156,31901,65943,131089,2014,07-30,summer,0,30,7
1666,5757,2014-07-31,1.0,cloudy,77.38264721208964,32356,66066,132753,2014,07-31,summer,0,31,7
1667,5236,2014-08-01,1.0,cloudy,74.98785332314745,32255,65865,132723,2014,08-01,summer,0,1,8
1668,2729,2014-08-02,1.0,cloudy,77.70106266031512,32346,65228,133341,2014,08-02,summer,1,2,8
1669,1577,2014-08-03,1.0,cloudy,80.77685478757134,33249,65123,131091,2014,08-03,summer,1,3,8
1670,5005,2014-08-04,1.0,cloudy,74.54985014985014,32603,64367,130772,2014,08-04,summer,0,4,8
1671,5658,2014-08-05,1.0,cloudy,73.91261930010604,32076,63657,134101,2014,08-05,summer,0,5,8
1672,4778,2014-08-06,1.0,cloudy,73.27660108832147,31881,63782,137972,2014,08-06,summer,0,6,8
1673,5647,2014-08-07,1.0,cloudy,75.40883655038074,30740,63096,137723,2014,08-07,summer,0,7,8
1674,5379,2014-08-08,1.0,cloudy,77.12102621305074,30630,62885,138235,2014,08-08,summer,0,8,8
1675,2396,2014-08-09,1.0,cloudy,75.56769616026709,30773,63119,137911,2014,08-09,summer,1,9,8
1676,2104,2014-08-10,1.0,cloudy,76.16368821292777,30440,63689,134409,2014,08-10,summer,1,10,8
1677,4346,2014-08-11,1.0,cloudy,75.87563276576162,30967,63570,131636,2014,08-11,summer,0,11,8
1678,4643,2014-08-12,1.0,cloudy,65.65354296790869,30308,62384,134766,2014,08-12,summer,0,12,8
1679,4646,2014-08-13,1.0,cloudy,74.202195436935,29293,61174,137496,2014,08-13,summer,0,13,8
1680,5700,2014-08-14,1.0,cloudy,67.17243859649122,29161,59901,137273,2014,08-14,summer,0,14,8
1681,5450,2014-08-15,1.0,cloudy,71.49539449541284,29214,59844,137463,2014,08-15,summer,0,15,8
1682,2359,2014-08-16,1.0,cloudy,76.14853751589655,29285,60058,137117,2014,08-16,summer,1,16,8
1683,1744,2014-08-17,1.0,cloudy,68.16983944954129,29248,59688,133518,2014,08-17,summer,1,17,8
1684,5585,2014-08-18,1.0,cloudy,75.73104744852283,28888,59855,129389,2014,08-18,summer,0,18,8
1685,4722,2014-08-19,1.0,cloudy,79.98136382888606,30127,60435,132140,2014,08-19,summer,0,19,8
1686,5609,2014-08-20,1.0,cloudy,79.55289712961313,30206,59499,134529,2014,08-20,summer,0,20,8
1687,2582,2014-08-21,1.0,cloudy,75.44752130131681,31169,60330,134423,2014,08-21,summer,0,21,8
1688,4652,2014-08-22,1.0,cloudy,81.19647463456576,28051,57265,131472,2014,08-22,summer,0,22,8
1689,1744,2014-08-23,1.0,cloudy,77.44587155963303,27253,56538,130660,2014,08-23,summer,1,23,8
1690,2232,2014-08-24,1.0,cloudy,82.5013888888889,26638,55886,126546,2014,08-24,summer,1,24,8
1691,4584,2014-08-25,1.0,cloudy,79.59037958115185,27126,56014,123633,2014,08-25,summer,0,25,8
1692,5552,2014-08-26,1.0,cloudy,79.1265309798271,26125,56252,126391,2014,08-26,summer,0,26,8
1693,5849,2014-08-27,1.0,cloudy,73.71374593947684,26955,57161,129720,2014,08-27,summer,0,27,8
1694,5740,2014-08-28,1.0,cloudy,71.96270034843205,27195,58364,130037,2014,08-28,summer,0,28,8
1695,4921,2014-08-29,1.0,cloudy,80.66451940662466,30353,58404,129924,2014,08-29,summer,0,29,8
1696,1799,2014-08-30,1.0,cloudy,78.27826570316842,30622,57875,128926,2014,08-30,summer,1,30,8
1697,1800,2014-08-31,1.0,cloudy,80.03322222222222,30677,57315,124968,2014,08-31,summer,1,31,8
1698,1655,2014-09-01,1.0,cloudy,78.45317220543807,30245,57371,121532,2014,09-01,authum,0,1,9
1699,5323,2014-09-02,1.0,cloudy,75.98517753146724,27316,53441,120458,2014,09-02,authum,0,2,9
1700,5560,2014-09-03,1.0,cloudy,77.09620503597122,27087,54042,124204,2014,09-03,authum,0,3,9
1701,4776,2014-09-04,1.0,cloudy,79.54380234505862,26798,53993,124759,2014,09-04,authum,0,4,9
1702,4003,2014-09-05,1.0,cloudy,77.31883587309521,25834,56187,123877,2014,09-05,authum,0,5,9
1703,2156,2014-09-06,1.0,clear,69.35250463821892,24916,55538,123102,2014,09-06,authum,1,6,9
1704,2019,2014-09-07,1.0,cloudy,73.20421000495294,25273,55950,119611,2014,09-07,authum,1,7,9
1705,5056,2014-09-08,1.0,cloudy,71.48520569620254,25492,55737,116251,2014,09-08,authum,0,8,9
1706,5033,2014-09-09,1.0,cloudy,73.68021060997417,28893,56209,118911,2014,09-09,authum,0,9,9
1707,3254,2014-09-10,1.0,cloudy,72.72897971727105,28603,55690,121840,2014,09-10,authum,0,10,9
1708,4853,2014-09-11,1.0,cloudy,51.18835771687618,26297,53095,120748,2014,09-11,authum,0,11,9
1709,2879,2014-09-12,1.0,rain or snow,50.017297672803046,26374,52208,120958,2014,09-12,authum,0,12,9
1710,1800,2014-09-13,1.0,cloudy,52.10061111111111,25250,50166,119191,2014,09-13,authum,1,13,9
1711,1692,2014-09-14,1.0,cloudy,59.97358156028368,24894,50167,115291,2014,09-14,authum,1,14,9
1712,4715,2014-09-15,1.0,cloudy,58.14305408271474,24567,50059,111533,2014,09-15,authum,0,15,9
1713,5138,2014-09-16,1.0,clear,61.01884001557026,24226,53119,113889,2014,09-16,authum,0,16,9
1714,5355,2014-09-17,1.0,cloudy,63.65331465919702,24331,52934,117283,2014,09-17,authum,0,17,9
1715,5216,2014-09-18,1.0,cloudy,62.73293711656443,26432,52729,117053,2014,09-18,authum,0,18,9
1716,5150,2014-09-19,1.0,cloudy,69.15112621359225,26795,53169,117547,2014,09-19,authum,0,19,9
1717,1777,2014-09-20,1.0,cloudy,72.23348339898705,29066,54316,117088,2014,09-20,authum,1,20,9
1718,1540,2014-09-21,1.0,cloudy,63.2361038961039,29043,53937,116283,2014,09-21,authum,1,21,9
1719,4832,2014-09-22,1.0,clear,59.3963369205298,28891,53458,113171,2014,09-22,authum,0,22,9
1720,5315,2014-09-23,1.0,cloudy,65.10188146754469,29008,53234,116259,2014,09-23,authum,0,23,9
1721,5318,2014-09-24,1.0,cloudy,69.45959007145542,29185,53516,119342,2014,09-24,authum,0,24,9
1722,5086,2014-09-25,1.0,cloudy,68.43910735351947,29148,55580,120076,2014,09-25,authum,0,25,9
1723,4993,2014-09-26,1.0,cloudy,69.79130783096335,29018,55813,119610,2014,09-26,authum,0,26,9
1724,2123,2014-09-27,1.0,cloudy,70.99929345266132,28861,57927,118754,2014,09-27,authum,1,27,9
1725,2093,2014-09-28,1.0,cloudy,70.64672718585764,29207,58250,115137,2014,09-28,authum,1,28,9
1726,4911,2014-09-29,1.0,cloudy,69.44821828548156,29760,58651,112309,2014,09-29,authum,0,29,9
